schema_name,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,is_primary_key,foreign_keys
extensions,pg_stat_statements,wal_records,35,bigint,YES,null,false,null
extensions,pg_stat_statements,wal_fpi,36,bigint,YES,null,false,null
extensions,pg_stat_statements,wal_bytes,37,numeric,YES,null,false,null
extensions,pg_stat_statements,jit_functions,38,bigint,YES,null,false,null
extensions,pg_stat_statements,jit_generation_time,39,double precision,YES,null,false,null
extensions,pg_stat_statements,jit_inlining_count,40,bigint,YES,null,false,null
extensions,pg_stat_statements,jit_inlining_time,41,double precision,YES,null,false,null
extensions,pg_stat_statements,jit_optimization_count,42,bigint,YES,null,false,null
extensions,pg_stat_statements,jit_optimization_time,43,double precision,YES,null,false,null
extensions,pg_stat_statements,jit_emission_count,44,bigint,YES,null,false,null
extensions,pg_stat_statements,jit_emission_time,45,double precision,YES,null,false,null
extensions,pg_stat_statements,jit_deform_count,46,bigint,YES,null,false,null
extensions,pg_stat_statements,jit_deform_time,47,double precision,YES,null,false,null
extensions,pg_stat_statements,stats_since,48,timestamp with time zone,YES,null,false,null
extensions,pg_stat_statements,minmax_stats_since,49,timestamp with time zone,YES,null,false,null
extensions,pg_stat_statements_info,dealloc,1,bigint,YES,null,false,null
extensions,pg_stat_statements_info,stats_reset,2,timestamp with time zone,YES,null,false,null
pgsodium,decrypted_key,id,1,uuid,YES,null,false,null
pgsodium,decrypted_key,status,2,USER-DEFINED,YES,null,false,null
pgsodium,decrypted_key,created,3,timestamp with time zone,YES,null,false,null
pgsodium,decrypted_key,expires,4,timestamp with time zone,YES,null,false,null
pgsodium,decrypted_key,key_type,5,USER-DEFINED,YES,null,false,null
pgsodium,decrypted_key,key_id,6,bigint,YES,null,false,null
pgsodium,decrypted_key,key_context,7,bytea,YES,null,false,null
pgsodium,decrypted_key,name,8,text,YES,null,false,null
pgsodium,decrypted_key,associated_data,9,text,YES,null,false,null
pgsodium,decrypted_key,raw_key,10,bytea,YES,null,false,null
pgsodium,decrypted_key,decrypted_raw_key,11,bytea,YES,null,false,null
pgsodium,decrypted_key,raw_key_nonce,12,bytea,YES,null,false,null
pgsodium,decrypted_key,parent_key,13,uuid,YES,null,false,null
pgsodium,decrypted_key,comment,14,text,YES,null,false,null
pgsodium,key,id,1,uuid,NO,gen_random_uuid(),true,null
pgsodium,key,status,2,USER-DEFINED,YES,'valid'::pgsodium.key_status,false,null
pgsodium,key,created,3,timestamp with time zone,NO,CURRENT_TIMESTAMP,false,null
pgsodium,key,expires,4,timestamp with time zone,YES,null,false,null
pgsodium,key,key_type,5,USER-DEFINED,YES,null,false,null
pgsodium,key,key_id,6,bigint,YES,nextval('pgsodium.key_key_id_seq'::regclass),false,null
pgsodium,key,key_context,7,bytea,YES,'\x7067736f6469756d'::bytea,false,null
pgsodium,key,name,8,text,YES,null,false,null
pgsodium,key,associated_data,9,text,YES,'associated'::text,false,null
pgsodium,key,raw_key,10,bytea,YES,null,false,null
pgsodium,key,raw_key_nonce,11,bytea,YES,null,false,null
pgsodium,key,parent_key,12,uuid,YES,null,false,"[{""target_table"":""key"",""target_column"":""id"",""target_schema"":""pgsodium"",""constraint_name"":""key_parent_key_fkey""}]"
pgsodium,key,comment,13,text,YES,null,false,null
pgsodium,key,user_data,14,text,YES,null,false,null
pgsodium,mask_columns,attname,1,name,YES,null,false,null
pgsodium,mask_columns,attrelid,2,oid,YES,null,false,null
pgsodium,mask_columns,key_id,3,text,YES,null,false,null
pgsodium,mask_columns,key_id_column,4,text,YES,null,false,null
pgsodium,mask_columns,associated_columns,5,text,YES,null,false,null
pgsodium,mask_columns,nonce_column,6,text,YES,null,false,null
pgsodium,mask_columns,format_type,7,text,YES,null,false,null
pgsodium,masking_rule,attrelid,1,oid,YES,null,false,null
pgsodium,masking_rule,attnum,2,integer,YES,null,false,null
pgsodium,masking_rule,relnamespace,3,regnamespace,YES,null,false,null
pgsodium,masking_rule,relname,4,name,YES,null,false,null
pgsodium,masking_rule,attname,5,name,YES,null,false,null
pgsodium,masking_rule,format_type,6,text,YES,null,false,null
pgsodium,masking_rule,col_description,7,text,YES,null,false,null
pgsodium,masking_rule,key_id_column,8,text,YES,null,false,null
pgsodium,masking_rule,key_id,9,text,YES,null,false,null
pgsodium,masking_rule,associated_columns,10,text,YES,null,false,null
pgsodium,masking_rule,nonce_column,11,text,YES,null,false,null
pgsodium,masking_rule,view_name,12,text,YES,null,false,null
pgsodium,masking_rule,priority,13,integer,YES,null,false,null
pgsodium,masking_rule,security_invoker,14,boolean,YES,null,false,null
pgsodium,valid_key,id,1,uuid,YES,null,false,null
pgsodium,valid_key,name,2,text,YES,null,false,null
pgsodium,valid_key,status,3,USER-DEFINED,YES,null,false,null
pgsodium,valid_key,key_type,4,USER-DEFINED,YES,null,false,null
pgsodium,valid_key,key_id,5,bigint,YES,null,false,null
pgsodium,valid_key,key_context,6,bytea,YES,null,false,null
pgsodium,valid_key,created,7,timestamp with time zone,YES,null,false,null
pgsodium,valid_key,expires,8,timestamp with time zone,YES,null,false,null
pgsodium,valid_key,associated_data,9,text,YES,null,false,null
public,chatbot_auto_responses,id,1,uuid,NO,gen_random_uuid(),true,null
public,chatbot_auto_responses,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""chatbot_auto_responses_tenant_id_fkey""}]"
public,chatbot_auto_responses,trigger,3,text,NO,null,false,null
public,chatbot_auto_responses,trigger_type,4,text,YES,'keyword'::text,false,null
public,chatbot_auto_responses,response,5,text,NO,null,false,null
public,chatbot_auto_responses,enabled,6,boolean,YES,true,false,null
public,chatbot_auto_responses,priority,7,integer,YES,0,false,null
public,chatbot_auto_responses,usage_count,8,integer,YES,0,false,null
public,chatbot_auto_responses,last_used_at,9,timestamp with time zone,YES,null,false,null
public,chatbot_auto_responses,created_at,10,timestamp with time zone,YES,now(),false,null
public,chatbot_auto_responses,updated_at,11,timestamp with time zone,YES,now(),false,null
public,chatbot_configs,id,1,uuid,NO,gen_random_uuid(),true,null
public,chatbot_configs,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""chatbot_configs_tenant_id_fkey""}]"
public,chatbot_configs,bot_enabled,3,boolean,YES,true,false,null
public,chatbot_configs,bot_name,4,text,YES,'Assistente Virtual'::text,false,null
public,chatbot_configs,welcome_message,5,text,YES,'Olá! Como posso ajudar você hoje?'::text,false,null
public,chatbot_configs,transfer_to_human,6,boolean,YES,true,false,null
public,chatbot_configs,transfer_message,7,text,YES,'Vou transferir você para um atendente humano.'::text,false,null
public,chatbot_configs,auto_close_inactive,8,boolean,YES,false,false,null
public,chatbot_configs,auto_close_minutes,9,integer,YES,30,false,null
public,chatbot_configs,business_hours,10,jsonb,YES,"'{""enabled"": false, ""schedule"": {""friday"": {""open"": ""09:00"", ""close"": ""18:00""}, ""monday"": {""open"": ""09:00"", ""close"": ""18:00""}, ""sunday"": null, ""tuesday"": {""open"": ""09:00"", ""close"": ""18:00""}, ""saturday"": null, ""thursday"": {""open"": ""09:00"", ""close"": ""18:00""}, ""wednesday"": {""open"": ""09:00"", ""close"": ""18:00""}}, ""timezone"": ""America/Sao_Paulo""}'::jsonb",false,null
public,chatbot_configs,offline_message,11,text,YES,'No momento estamos fora do horário de atendimento. Deixe sua mensagem que retornaremos em breve.'::text,false,null
public,chatbot_configs,created_at,12,timestamp with time zone,YES,now(),false,null
public,chatbot_configs,updated_at,13,timestamp with time zone,YES,now(),false,null
public,clientes,id,1,uuid,NO,gen_random_uuid(),true,null
public,clientes,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""clientes_tenant_id_fkey""}]"
public,clientes,nome,3,character varying,NO,null,false,null
public,clientes,tipo,4,character varying,YES,null,false,null
public,clientes,cnpj_cpf,5,character varying,YES,null,false,null
public,clientes,email,6,character varying,YES,null,false,null
public,clientes,telefone,7,character varying,YES,null,false,null
public,clientes,telefone_secundario,8,character varying,YES,null,false,null
public,clientes,endereco_logradouro,9,character varying,YES,null,false,null
public,clientes,endereco_numero,10,character varying,YES,null,false,null
public,clientes,endereco_complemento,11,character varying,YES,null,false,null
public,clientes,endereco_bairro,12,character varying,YES,null,false,null
public,clientes,endereco_cidade,13,character varying,YES,null,false,null
public,clientes,endereco_estado,14,character varying,YES,null,false,null
public,clientes,endereco_cep,15,character varying,YES,null,false,null
public,clientes,endereco_pais,16,character varying,YES,'BR'::character varying,false,null
public,clientes,limite_credito,17,numeric,YES,null,false,null
public,clientes,dias_prazo_pagamento,18,integer,YES,null,false,null
public,clientes,ativo,19,boolean,YES,true,false,null
public,clientes,observacoes,20,text,YES,null,false,null
public,clientes,tags,21,ARRAY,YES,null,false,null
public,clientes,dados_adicionais,22,jsonb,YES,'{}'::jsonb,false,null
public,clientes,created_at,23,timestamp with time zone,YES,now(),false,null
public,clientes,updated_at,24,timestamp with time zone,YES,now(),false,null
public,conversations,id,1,uuid,NO,gen_random_uuid(),true,null
public,conversations,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""conversations_tenant_id_fkey""}]"
public,conversations,client_name,3,text,NO,null,false,null
public,conversations,client_email,4,text,NO,null,false,null
public,conversations,client_phone,5,text,YES,null,false,null
public,conversations,client_metadata,6,jsonb,YES,'{}'::jsonb,false,null
public,conversations,status,7,text,NO,'active'::text,false,null
public,conversations,priority,8,text,YES,'normal'::text,false,null
public,conversations,assigned_to,9,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""conversations_assigned_to_fkey""}]"
public,conversations,assigned_at,10,timestamp with time zone,YES,null,false,null
public,conversations,last_message,11,text,YES,null,false,null
public,conversations,last_message_at,12,timestamp with time zone,YES,now(),false,null
public,conversations,last_message_sender,13,text,YES,null,false,null
public,conversations,unread_count,14,integer,YES,0,false,null
public,conversations,message_count,15,integer,YES,0,false,null
public,conversations,tags,16,ARRAY,YES,ARRAY[]::text[],false,null
public,conversations,category,17,text,YES,null,false,null
public,conversations,first_response_at,18,timestamp with time zone,YES,null,false,null
public,conversations,first_response_time_seconds,19,integer,YES,null,false,null
public,conversations,resolution_time_seconds,20,integer,YES,null,false,null
public,conversations,rating,21,integer,YES,null,false,null
public,conversations,feedback,22,text,YES,null,false,null
public,conversations,created_at,23,timestamp with time zone,YES,now(),false,null
public,conversations,updated_at,24,timestamp with time zone,YES,now(),false,null
public,conversations,closed_at,25,timestamp with time zone,YES,null,false,null
public,fin_adiantamentos,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_adiantamentos,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_adiantamentos_tenant_id_fkey""}]"
public,fin_adiantamentos,marca,3,USER-DEFINED,NO,null,false,null
public,fin_adiantamentos,numero_adiantamento,4,character varying,NO,null,false,null
public,fin_adiantamentos,tipo,5,USER-DEFINED,NO,null,false,null
public,fin_adiantamentos,fornecedor_id,6,uuid,NO,null,false,"[{""target_table"":""fin_fornecedores"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_adiantamentos_fornecedor_id_fkey""}]"
public,fin_adiantamentos,fornecedor_nome,7,character varying,YES,null,false,null
public,fin_adiantamentos,reserva_id,8,uuid,YES,null,false,null
public,fin_adiantamentos,valor_original,9,numeric,NO,null,false,null
public,fin_adiantamentos,valor_utilizado,10,numeric,YES,0,false,null
public,fin_adiantamentos,valor_disponivel,11,numeric,NO,null,false,null
public,fin_adiantamentos,moeda,12,USER-DEFINED,YES,'BRL'::moeda,false,null
public,fin_adiantamentos,taxa_cambio,13,numeric,YES,1,false,null
public,fin_adiantamentos,data_pagamento,14,date,NO,null,false,null
public,fin_adiantamentos,data_expiracao,15,date,YES,null,false,null
public,fin_adiantamentos,status,16,USER-DEFINED,YES,'ativo'::fin_status_adiantamento,false,null
public,fin_adiantamentos,forma_pagamento,17,USER-DEFINED,YES,null,false,null
public,fin_adiantamentos,conta_bancaria_id,18,uuid,YES,null,false,"[{""target_table"":""fin_contas_bancarias"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_adiantamentos_conta_bancaria_id_fkey""}]"
public,fin_adiantamentos,comprovante_pagamento_url,19,text,YES,null,false,null
public,fin_adiantamentos,observacoes,20,text,YES,null,false,null
public,fin_adiantamentos,condicoes_uso,21,text,YES,null,false,null
public,fin_adiantamentos,created_by,22,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_adiantamentos_created_by_fkey""}]"
public,fin_adiantamentos,created_at,23,timestamp with time zone,YES,now(),false,null
public,fin_adiantamentos,updated_at,24,timestamp with time zone,YES,now(),false,null
public,fin_alocacoes,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_alocacoes,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_alocacoes_tenant_id_fkey""}]"
public,fin_alocacoes,centro_custo_id,3,uuid,NO,null,false,"[{""target_table"":""fin_centros_custo"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_alocacoes_centro_custo_id_fkey""}]"
public,fin_alocacoes,receita_id,4,uuid,YES,null,false,"[{""target_table"":""fin_receitas"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_alocacoes_receita_id_fkey""}]"
public,fin_alocacoes,despesa_id,5,uuid,YES,null,false,"[{""target_table"":""fin_despesas"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_alocacoes_despesa_id_fkey""}]"
public,fin_alocacoes,tipo_rateio,6,character varying,NO,null,false,null
public,fin_alocacoes,percentual_alocacao,7,numeric,YES,null,false,null
public,fin_alocacoes,valor_alocado,8,numeric,NO,null,false,null
public,fin_alocacoes,observacoes,9,text,YES,null,false,null
public,fin_alocacoes,data_alocacao,10,date,NO,CURRENT_DATE,false,null
public,fin_alocacoes,created_at,11,timestamp with time zone,NO,now(),false,null
public,fin_alocacoes,updated_at,12,timestamp with time zone,NO,now(),false,null
public,fin_alocacoes,created_by,13,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_alocacoes_created_by_fkey""}]"
public,fin_categorias,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_categorias,tenant_id,2,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""fin_categorias_tenant_id_fkey""}]"
public,fin_categorias,nome,3,text,NO,null,false,null
public,fin_categorias,tipo,4,text,NO,null,false,null
public,fin_categorias,categoria_pai_id,5,uuid,YES,null,false,"[{""target_table"":""fin_categorias"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_categorias_categoria_pai_id_fkey""}]"
public,fin_categorias,cor,6,text,YES,null,false,null
public,fin_categorias,icone,7,text,YES,null,false,null
public,fin_categorias,ordem,8,integer,YES,0,false,null
public,fin_categorias,ativo,9,boolean,YES,true,false,null
public,fin_categorias,created_at,10,timestamp with time zone,YES,now(),false,null
public,fin_centros_custo,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_centros_custo,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_centros_custo_tenant_id_fkey""}]"
public,fin_centros_custo,codigo,3,character varying,NO,null,false,null
public,fin_centros_custo,nome,4,character varying,NO,null,false,null
public,fin_centros_custo,descricao,5,text,YES,null,false,null
public,fin_centros_custo,tipo,6,character varying,NO,null,false,null
public,fin_centros_custo,marca,7,USER-DEFINED,YES,null,false,null
public,fin_centros_custo,data_inicio,8,date,NO,null,false,null
public,fin_centros_custo,data_fim,9,date,YES,null,false,null
public,fin_centros_custo,orcamento_previsto,10,numeric,YES,0,false,null
public,fin_centros_custo,moeda,11,USER-DEFINED,YES,'BRL'::moeda,false,null
public,fin_centros_custo,meta_margem_percentual,12,numeric,YES,15.00,false,null
public,fin_centros_custo,meta_receita,13,numeric,YES,null,false,null
public,fin_centros_custo,status,14,character varying,NO,'planejamento'::character varying,false,null
public,fin_centros_custo,responsavel_id,15,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_centros_custo_responsavel_id_fkey""}]"
public,fin_centros_custo,equipe,16,jsonb,YES,null,false,null
public,fin_centros_custo,tags,17,ARRAY,YES,null,false,null
public,fin_centros_custo,metadata,18,jsonb,YES,null,false,null
public,fin_centros_custo,created_at,19,timestamp with time zone,NO,now(),false,null
public,fin_centros_custo,updated_at,20,timestamp with time zone,NO,now(),false,null
public,fin_centros_custo,created_by,21,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_centros_custo_created_by_fkey""}]"
public,fin_comissoes,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_comissoes,tenant_id,2,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""fin_comissoes_tenant_id_fkey""}]"
public,fin_comissoes,receita_id,3,uuid,YES,null,false,"[{""target_table"":""fin_receitas"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_receita_id_fkey""}]"
public,fin_comissoes,fornecedor_id,4,uuid,YES,null,false,"[{""target_table"":""noro_fornecedores"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_fornecedor_id_fkey""}]"
public,fin_comissoes,percentual,5,numeric,NO,null,false,null
public,fin_comissoes,valor_comissao,6,numeric,NO,null,false,null
public,fin_comissoes,moeda,7,text,NO,'BRL'::text,false,null
public,fin_comissoes,status,8,text,NO,'pendente'::text,false,null
public,fin_comissoes,data_vencimento,9,date,YES,null,false,null
public,fin_comissoes,data_pagamento,10,date,YES,null,false,null
public,fin_comissoes,observacoes,11,text,YES,null,false,null
public,fin_comissoes,created_at,12,timestamp with time zone,YES,now(),false,null
public,fin_comissoes,updated_at,13,timestamp with time zone,YES,now(),false,null
public,fin_comissoes_lotes,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_comissoes_lotes,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""fin_comissoes_lotes_tenant_id_fkey""}]"
public,fin_comissoes_lotes,periodo_inicio,3,date,NO,null,false,null
public,fin_comissoes_lotes,periodo_fim,4,date,NO,null,false,null
public,fin_comissoes_lotes,status,5,text,NO,'processando'::text,false,null
public,fin_comissoes_lotes,total_vendas,6,integer,YES,0,false,null
public,fin_comissoes_lotes,total_comissoes,7,numeric,YES,0,false,null
public,fin_comissoes_lotes,metadata,8,jsonb,YES,'{}'::jsonb,false,null
public,fin_comissoes_lotes,error_log,9,jsonb,YES,'[]'::jsonb,false,null
public,fin_comissoes_lotes,processado_at,10,timestamp with time zone,YES,null,false,null
public,fin_comissoes_lotes,created_by,11,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""fin_comissoes_lotes_created_by_fkey""}]"
public,fin_comissoes_lotes,created_at,12,timestamp with time zone,YES,now(),false,null
public,fin_comissoes_recebidas,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_comissoes_recebidas,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_recebidas_tenant_id_fkey""}]"
public,fin_comissoes_recebidas,tipo,3,USER-DEFINED,NO,null,false,null
public,fin_comissoes_recebidas,fornecedor_id,4,uuid,YES,null,false,"[{""target_table"":""fin_fornecedores"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_recebidas_fornecedor_id_fkey""}]"
public,fin_comissoes_recebidas,produto_id,5,uuid,YES,null,false,null
public,fin_comissoes_recebidas,valor_bruto,6,numeric,NO,null,false,null
public,fin_comissoes_recebidas,percentual,7,numeric,YES,null,false,null
public,fin_comissoes_recebidas,valor_comissao,8,numeric,NO,null,false,null
public,fin_comissoes_recebidas,moeda,9,USER-DEFINED,YES,'BRL'::moeda,false,null
public,fin_comissoes_recebidas,data_prevista,10,date,YES,null,false,null
public,fin_comissoes_recebidas,data_recebida,11,date,YES,null,false,null
public,fin_comissoes_recebidas,status,12,USER-DEFINED,YES,'pendente'::fin_status_comissao,false,null
public,fin_comissoes_recebidas,origem,13,text,YES,null,false,null
public,fin_comissoes_recebidas,comprovante_url,14,text,YES,null,false,null
public,fin_comissoes_recebidas,observacoes,15,text,YES,null,false,null
public,fin_comissoes_recebidas,created_at,16,timestamp with time zone,YES,now(),false,null
public,fin_comissoes_recebidas,updated_at,17,timestamp with time zone,YES,now(),false,null
public,fin_comissoes_split,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_comissoes_split,comissao_id,2,uuid,NO,null,false,"[{""target_table"":""fin_comissoes_recebidas"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_split_comissao_id_fkey""}]"
public,fin_comissoes_split,tipo_repassado,3,USER-DEFINED,NO,null,false,null
public,fin_comissoes_split,usuario_id,4,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_comissoes_split_usuario_id_fkey""}]"
public,fin_comissoes_split,percentual,5,numeric,YES,null,false,null
public,fin_comissoes_split,valor_repassado,6,numeric,YES,null,false,null
public,fin_comissoes_split,status,7,USER-DEFINED,YES,'prevista'::fin_status_comissao,false,null
public,fin_comissoes_split,data_repassada,8,date,YES,null,false,null
public,fin_comissoes_split,metodo_pagamento,9,text,YES,null,false,null
public,fin_comissoes_split,observacoes,10,text,YES,null,false,null
public,fin_comissoes_split,created_at,11,timestamp with time zone,YES,now(),false,null
public,fin_comissoes_split,updated_at,12,timestamp with time zone,YES,now(),false,null
public,fin_condicoes_pagamento,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_condicoes_pagamento,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_condicoes_pagamento_tenant_id_fkey""}]"
public,fin_condicoes_pagamento,nome,3,character varying,NO,null,false,null
public,fin_condicoes_pagamento,codigo,4,character varying,YES,null,false,null
public,fin_condicoes_pagamento,tipo,5,USER-DEFINED,NO,null,false,null
public,fin_condicoes_pagamento,dias_vencimento,6,integer,YES,0,false,null
public,fin_condicoes_pagamento,referencia_data,7,USER-DEFINED,YES,'emissao'::fin_referencia_data,false,null
public,fin_condicoes_pagamento,numero_parcelas,8,integer,YES,1,false,null
public,fin_condicoes_pagamento,intervalo_parcelas,9,integer,YES,30,false,null
public,fin_condicoes_pagamento,percentual_desconto_antecipacao,10,numeric,YES,null,false,null
public,fin_condicoes_pagamento,percentual_juros_atraso,11,numeric,YES,null,false,null
public,fin_condicoes_pagamento,descricao,12,text,YES,null,false,null
public,fin_condicoes_pagamento,ativo,13,boolean,YES,true,false,null
public,fin_condicoes_pagamento,created_at,14,timestamp with time zone,YES,now(),false,null
public,fin_condicoes_pagamento,updated_at,15,timestamp with time zone,YES,now(),false,null
public,fin_contas_bancarias,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_contas_bancarias,tenant_id,2,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""fin_contas_bancarias_tenant_id_fkey""}]"
public,fin_contas_bancarias,marca,3,text,NO,null,false,null
public,fin_contas_bancarias,nome,4,text,NO,null,false,null
public,fin_contas_bancarias,tipo,5,text,NO,null,false,null
public,fin_contas_bancarias,banco,6,text,NO,null,false,null
public,fin_contas_bancarias,agencia,7,text,YES,null,false,null
public,fin_contas_bancarias,conta,8,text,YES,null,false,null
public,fin_contas_bancarias,moeda,9,text,NO,'BRL'::text,false,null
public,fin_contas_bancarias,saldo_inicial,10,numeric,YES,0,false,null
public,fin_contas_bancarias,saldo_atual,11,numeric,YES,0,false,null
public,fin_contas_bancarias,ativo,12,boolean,YES,true,false,null
public,fin_contas_bancarias,metadata,13,jsonb,YES,'{}'::jsonb,false,null
public,fin_contas_bancarias,created_at,14,timestamp with time zone,YES,now(),false,null
public,fin_contas_bancarias,updated_at,15,timestamp with time zone,YES,now(),false,null
public,fin_creditos,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_creditos,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_creditos_tenant_id_fkey""}]"
public,fin_creditos,marca,3,USER-DEFINED,NO,null,false,null
public,fin_creditos,numero_credito,4,character varying,NO,null,false,null
public,fin_creditos,tipo_credito,5,USER-DEFINED,NO,null,false,null
public,fin_creditos,fornecedor_id,6,uuid,NO,null,false,"[{""target_table"":""fin_fornecedores"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_creditos_fornecedor_id_fkey""}]"
public,fin_creditos,fornecedor_nome,7,character varying,YES,null,false,null
public,fin_creditos,duplicata_origem_id,8,uuid,YES,null,false,null
public,fin_creditos,reserva_id,9,uuid,YES,null,false,null
public,fin_creditos,valor_original,10,numeric,NO,null,false,null
public,fin_creditos,valor_utilizado,11,numeric,YES,0,false,null
public,fin_creditos,valor_disponivel,12,numeric,NO,null,false,null
public,fin_creditos,moeda,13,USER-DEFINED,YES,'BRL'::moeda,false,null
public,fin_creditos,taxa_cambio,14,numeric,YES,1,false,null
public,fin_creditos,data_recebimento,15,date,NO,null,false,null
public,fin_creditos,data_expiracao,16,date,YES,null,false,null
public,fin_creditos,status,17,USER-DEFINED,YES,'disponivel'::fin_status_credito,false,null
public,fin_creditos,motivo,18,text,NO,null,false,null
public,fin_creditos,documento_referencia,19,character varying,YES,null,false,null
public,fin_creditos,comprovante_url,20,text,YES,null,false,null
public,fin_creditos,observacoes,21,text,YES,null,false,null
public,fin_creditos,created_by,22,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_creditos_created_by_fkey""}]"
public,fin_creditos,created_at,23,timestamp with time zone,YES,now(),false,null
public,fin_creditos,updated_at,24,timestamp with time zone,YES,now(),false,null
public,fin_despesas,id,1,uuid,NO,gen_random_uuid(),true,null
public,fin_despesas,tenant_id,2,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""fin_despesas_tenant_id_fkey""}]"
public,fin_despesas,marca,3,text,NO,null,false,null
public,fin_despesas,descricao,4,text,NO,null,false,null
public,fin_despesas,categoria_id,5,uuid,YES,null,false,"[{""target_table"":""fin_categorias"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_despesas_categoria_id_fkey""}]"
public,fin_despesas,valor,6,numeric,NO,null,false,null
public,fin_despesas,moeda,7,text,NO,'BRL'::text,false,null
public,fin_despesas,taxa_cambio,8,numeric,YES,1,false,null
public,fin_despesas,valor_brl,9,numeric,YES,null,false,null
public,fin_despesas,tipo_despesa,10,text,NO,null,false,null
public,fin_despesas,fornecedor_id,11,uuid,YES,null,false,"[{""target_table"":""noro_fornecedores"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_despesas_fornecedor_id_fkey""}]"
public,fin_despesas,pedido_id,12,uuid,YES,null,false,"[{""target_table"":""noro_pedidos"",""target_column"":""id"",""target_schema"":""public"",""constraint_name"":""fin_despesas_pedido_id_fkey""}]"
public,fin_despesas,status,13,text,NO,'pendente'::text,false,null
